fold;original_index;current_position;true_value;predicted_value;error;absolute_error;squared_error;rmse;final_physics_penalty;constraint_violations;Width;Height;Density;Growth-ring width;Test span;Dynamic E;Density_constraint_violated;Dynamic_E_constraint_violated;Growth_ring_width_constraint_violated;Height_constraint_violated;Test_span_constraint_violated;Width_constraint_violated
26;25;25;97,58;92,9224364209857;4,657563579014294;4,657563579014294;21,69289849256044;4,657563579014294;280,0766013558852;2;14,74;5,8;492,58;1,89;168,0;14953,07;False;False;False;True;True;False
34;33;33;112,16;107,50254101658297;4,65745898341703;4,65745898341703;21,69192418221199;4,65745898341703;276,77340941543105;2;14,93;5,78;564,22;1,61;168,0;19790,13;False;False;False;True;True;False
84;83;83;85,74;81,24482272221414;4,4951772777858565;4,4951772777858565;20,206618758722264;4,4951772777858565;283,2797338594186;2;100,99;40,02;470,95;2,29;1120,0;12661,0;False;False;False;True;True;False
42;41;41;100,14;95,78711770049338;4,352882299506618;4,352882299506618;18,94758431335802;4,352882299506618;269,4182340196168;2;15,05;6,12;538,15;2,81;168,0;15429,13;False;False;False;True;True;False
50;49;49;77,28;81,26442916746068;-3,984429167460675;3,984429167460675;15,875675790511368;3,984429167460675;279,7083328073931;2;50,0;20,0;431,0;1,75;560,0;11763,0;False;False;False;True;True;False
87;86;86;83,18;87,1359841088358;-3,9559841088357928;3,9559841088357928;15,649810269361321;3,9559841088357928;263,49023722380076;2;100,84;39,52;496,84;1,79;1120,0;13614,0;False;False;False;True;True;False
46;45;45;78,25;81,98733105279142;-3,7373310527914185;3,7373310527914185;13,967643398159012;3,7373310527914185;280,84066729523244;2;50,0;20,0;441,93;1,97;560,0;12009,0;False;False;False;True;True;False
92;91;91;97,36;93,6475528018691;3,712447198130903;3,712447198130903;13,78226419890999;3,712447198130903;303,126220729317;2;101,08;39,44;530,42;1,3;1120,0;14553,0;False;False;False;True;True;False
83;82;82;85,53;89,21904739051904;-3,689047390519036;3,689047390519036;13,60907064949531;3,689047390519036;282,9578519146491;2;100,77;40,05;499,48;1,5;1120,0;12387,0;False;False;False;True;True;False
33;32;32;116,7;120,34155598685577;-3,6415559868557636;3,6415559868557636;13,260930005405054;3,6415559868557636;273,3897865776557;2;14,94;5,39;630,97;1,66;168,0;24145,24;False;False;False;True;True;False
71;70;70;92,42;88,91585745986312;3,5041425401368826;3,5041425401368826;12,279014941596964;3,5041425401368826;280,8530483949574;2;101,23;40,15;499,38;1,88;1120,0;15059,81;False;False;False;True;True;False
2;1;1;81,64;85,11005403429355;-3,470054034293554;3,470054034293554;12,04127500091697;3,470054034293554;262,3327532050599;2;15,52;6,0;451,31;1,69;168,0;12021,06;False;False;False;True;True;False
79;78;78;88,59;85,12578062039222;3,4642193796077834;3,4642193796077834;12,000815910050136;3,4642193796077834;291,6631359317469;2;100,99;39,69;491,04;2,11;1120,0;14031,0;False;False;False;True;True;False
82;81;81;106,94;110,3862702090687;-3,4462702090687003;3,4462702090687003;11,876778353914423;3,4462702090687003;272,28588991224086;2;101,35;39,82;615,31;1,06;1120,0;17797,0;False;False;False;True;True;False
6;5;5;76,05;79,49187178207666;-3,4418717820766602;3,4418717820766602;11,846481364255565;3,4418717820766602;257,6392829334422;2;15,62;5,97;429,36;1,94;168,0;10444,71;False;False;False;True;True;False
32;31;31;110,07;106,63581355767323;3,4341864423267623;3,4341864423267623;11,793636520660945;3,4341864423267623;270,01152841528483;2;14,74;5,99;570,27;1,47;168,0;15802,14;False;False;False;True;True;False
8;7;7;88,32;85,00037653965585;3,319623460344147;3,319623460344147;11,019899918467248;3,319623460344147;281,48695226673226;2;14,86;5,96;452,31;1,87;168,0;11792,66;False;False;False;True;True;False
66;65;65;90,47;93,67656287628672;-3,206562876286725;3,206562876286725;10,282045479580194;3,206562876286725;284,186598624684;2;50,0;20,0;508,33;1,73;560,0;13791,0;False;False;False;True;True;False
45;44;44;74,72;77,88337374613545;-3,1633737461354485;3,1633737461354485;10,006933457739022;3,1633737461354485;282,0048471660463;2;50,0;20,0;439,6;2,88;560,0;12054,0;False;False;False;True;True;False
85;84;84;82,85;86,0068116988158;-3,156811698815801;3,156811698815801;9,965460101780304;3,156811698815801;282,20468217518606;2;100,72;39,95;495,76;2,2;1120,0;13002,0;False;False;False;True;True;False
20;19;19;95,83;98,75858837764287;-2,9285883776428676;2,9285883776428676;8,576629885664884;2,9285883776428676;282,3883943280794;2;15,05;6,2;522,37;1,47;168,0;13897,33;False;False;False;True;True;False
51;50;50;82,03;84,93273970210355;-2,9027397021035455;2,9027397021035455;8,42589777816818;2,9027397021035455;280,0931497837327;2;50,0;20,0;452,0;1,66;560,0;12304,0;False;False;False;True;True;False
47;46;46;78,79;81,6587207786464;-2,8687207786463915;2,8687207786463915;8,229558905837559;2,8687207786463915;280,01979474605724;2;50,0;20,0;440,5;2,0;560,0;12034,0;False;False;False;True;True;False
17;16;16;91,08;88,2838003564688;2,796199643531196;2,796199643531196;7,818732446483987;2,796199643531196;276,6492299776675;2;14,97;6,08;464,23;2,09;168,0;14759,68;False;False;False;True;True;False
19;18;18;99,18;101,72245818700412;-2,542458187004115;2,542458187004115;6,464093632664253;2,542458187004115;278,4034051589645;2;14,95;5,96;514,48;0,96;168,0;16695,87;False;False;False;True;True;False
70;69;69;78,04;80,58115134274279;-2,541151342742779;2,541151342742779;6,4574501467234295;2,541151342742779;280,99111624719336;2;50,0;20,0;448,75;2,56;560,0;12234,0;False;False;False;True;True;False
64;63;63;101,68;99,19287654995384;2,4871234500461696;2,4871234500461696;6,185783055769562;2,4871234500461696;271,58683969593477;2;50,0;20,0;529,28;1,22;560,0;14446,0;False;False;False;True;True;False
48;47;47;75,26;77,65628415575566;-2,3962841557556516;2,3962841557556516;5,742177755125576;2,3962841557556516;280,6114352617996;2;50,0;20,0;437,17;2,82;560,0;11944,0;False;False;False;True;True;False
21;20;20;90,23;87,88314261609227;2,3468573839077322;2,3468573839077322;5,507739580402245;2,3468573839077322;277,8294769642711;2;14,96;6,08;481,05;2,2;168,0;11923,5;False;False;False;True;True;False
56;55;55;109,62;107,53485135810422;2,0851486418957847;2,0851486418957847;4,347844858799836;2,0851486418957847;271,1515316463125;2;50,0;20,0;572,88;0,88;560,0;15530,0;False;False;False;True;True;False
91;90;90;97,14;95,09309892412588;2,0469010758741177;2,0469010758741177;4,189804014414621;2,0469010758741177;288,0133023106429;2;101,37;39,87;540,21;1,3;1120,0;13764,0;False;False;False;True;True;False
31;30;30;84,26;82,42683267079325;1,8331673292067592;1,8331673292067592;3,3605024568710427;1,8331673292067592;282,710960750222;2;14,86;5,71;492,67;3,27;168,0;10087,14;False;False;False;True;True;False
58;57;57;87,15;85,33211705141382;1,8178829485861883;1,8178829485861883;3,304698414760414;1,8178829485861883;275,4433864645558;2;50,0;20,0;454,33;1,62;560,0;12349,0;False;False;False;True;True;False
10;9;9;103,27;105,04458292876848;-1,7745829287684813;1,7745829287684813;3,149144571076521;1,7745829287684813;276,6043662796687;2;14,9;5,78;524,88;0,73;168,0;18214,39;False;False;False;True;True;False
27;26;26;103,09;104,84472736893974;-1,75472736893974;1,75472736893974;3,0790681393061825;1,75472736893974;282,3284960965331;2;15,01;6,16;541,73;1,31;168,0;17255,49;False;False;False;True;True;False
52;51;51;100,17;98,52344385392136;1,6465561460786375;1,6465561460786375;2,7111471421893354;1,6465561460786375;274,1430641462885;2;50,0;20,0;517,97;0,95;560,0;14134,0;False;False;False;True;True;False
29;28;28;101,48;103,01179685001225;-1,5317968500122419;1,5317968500122419;2,3464015897074266;1,5317968500122419;279,39794431967135;2;14,98;5,97;535,16;1,45;168,0;17419,49;False;False;False;True;True;False
40;39;39;70,27;71,77937591077502;-1,5093759107750202;1,5093759107750202;2,2782156400279217;1,5093759107750202;276,9145481878069;2;14,89;6,09;417,9;3,04;168,0;6991,54;False;False;False;True;True;False
93;92;92;99,94;98,48112273047526;1,4588772695247343;1,4588772695247343;2,128322887535944;1,4588772695247343;273,70472403036496;2;100,82;40,34;538,61;1,32;1120,0;15539,0;False;False;False;True;True;False
